customer_id,salary_deposits,total_expenses,month
4296,11875,2628,Nov
4050,13365,7238,Mar
5341,5147,717,Feb
4258,14253,11623,Jan
5279,6051,9440,Sep
5986,5651,4720,Jan
6870,14353,8892,Nov
4145,9901,3121,Apr
7614,3174,5639,Jun
3706,4949,1221,Sep
5425,12001,9643,Apr
6572,10628,2381,Jul
4935,8116,10919,Jul
5485,2234,1932,Jun
4746,9912,5681,Sep
3970,6770,2820,Nov
5547,12337,7450,Oct
5648,7128,10468,Jul
3778,13767,7677,Mar
4334,6856,9390,Jun
5118,13753,11660,Jul
5389,10159,1121,Dec
6104,4474,11279,Jul
6115,2226,13773,Jun
7214,8160,959,Mar
5937,12802,9776,Jun
7111,12467,7725,Feb
4346,6801,8991,Oct
5042,12007,11236,Jan
5675,7357,9967,Aug
4556,9548,10122,Mar
3690,14046,8641,Aug
7870,5995,5875,Mar
6453,3410,3952,Feb
4535,6764,7812,Dec
3120,13571,11080,Aug
7160,12037,6425,Mar
7556,3337,2321,Aug
7055,7420,6931,Feb
5853,2117,1488,Apr
4614,3868,8905,Sep
6034,4097,1031,Jan
5784,3813,3417,Feb
5937,11779,7385,Feb
7064,13444,4119,Sep
6889,10734,10676,Oct
6785,4374,10950,May
5627,3526,10910,Nov
6545,13759,13325,Apr
4150,9087,13463,Oct
7803,11461,13177,Oct
4710,10793,7064,Apr
6159,5614,10801,Jul
4367,4149,3560,Mar
7050,5301,10300,Sep
7491,10579,3024,May
7580,5680,13107,Nov
7762,11794,1189,Sep
3456,5282,10791,Jan
7306,4696,13444,Oct
7621,14626,13615,Dec
3676,6151,1600,Aug
4002,14025,8810,Feb
7072,3305,11460,Aug
3896,2716,5801,Apr
5355,7845,9197,Feb
6094,7758,8317,Feb
3060,5655,2700,Jun
7482,8359,9733,Mar
5765,13183,11827,Nov
4795,10505,996,Oct
6263,4280,4674,Mar
5530,4622,8750,Sep
4943,11079,6030,May
6488,6342,7469,Jul
7892,4489,11824,Dec
7988,3922,12230,May
6422,8278,2153,Feb
7697,10115,7746,Nov
7079,10049,10398,Nov
4374,6029,743,Aug
6554,5063,2755,Sep
6673,10352,7499,Nov
4083,12379,13898,Feb
7248,12543,10366,Feb
3934,11675,7243,Apr
5588,5892,3192,Aug
7086,3737,6573,May
3558,6220,8730,May
7714,9080,3747,Jul
7120,12100,7121,Dec
4543,11562,2115,Apr
5383,12169,519,Dec
7099,5395,720,Sep
4008,4454,4271,Apr
4282,14451,7821,Aug
7359,6957,7106,Mar
3121,4287,8076,Jun
7117,11428,8942,Jan
3905,10150,12999,Jul
3140,8292,8328,Nov
4816,13366,13206,Jul
7302,11398,13983,Feb
7139,10696,1006,May
4029,13959,5241,Apr
5255,14812,9560,Oct
3345,11595,12682,Sep
5420,11959,5087,Dec
6304,5733,6938,Feb
6236,10892,7100,Mar
5595,13396,9861,Jan
4388,7113,5857,Oct
7018,14337,1239,May
3984,5005,10482,Mar
7431,6790,9115,Dec
5123,14313,3555,Apr
5995,14274,4887,Apr
5901,2010,2703,Jun
3776,7221,10675,Oct
6919,12250,4422,Jul
7982,5677,11089,Jul
3736,13011,2457,Nov
4487,11164,13030,Aug
3396,9334,5826,Mar
7779,13984,2289,May
5002,12646,6901,Dec
6448,7164,1084,Oct
3364,11033,6678,Jun
6288,8860,3700,Dec
4855,10105,1842,Jun
7189,14646,4690,Dec
7362,2284,13088,Aug
3744,8543,9900,May
3374,7570,11514,May
7190,7731,12385,Jan
7128,9611,11139,Jan
6735,4435,5285,Jun
7085,9523,9857,Oct
3140,13023,13780,Oct
6021,14712,5256,May
6293,3029,6525,Nov
4565,8584,7955,Oct
3058,10091,10997,Jun
6497,6451,1562,Sep
5188,4966,13092,Aug
5949,9755,12046,Jul
7474,2553,10539,Jul
3373,2267,9217,Jun
6135,9135,5002,Jun
4588,3240,10074,Jan
3778,6159,5481,Dec
7263,4489,7112,Jul
6223,9858,5468,May
6679,12780,6566,Jul
7680,7394,13777,Jun
5549,10661,5900,Aug
5944,5287,6184,Mar
3999,14128,12798,Aug
3560,4019,11414,Jul
6344,12215,7338,Jan
6502,11781,7853,Mar
7015,7313,2487,Oct
6679,12252,4567,Apr
7329,6317,5568,Sep
7656,7824,4604,Dec
3921,11611,12815,Jun
4243,11072,9377,Jul
3081,2838,8306,May
6621,10943,7154,Mar
5662,10461,11241,May
7799,13561,13369,Dec
3541,6827,12558,Jul
4275,8987,11517,Sep
5786,14903,4234,Dec
6487,5503,7304,Sep
6158,14152,1741,Dec
7718,9824,4000,Aug
5244,4075,10353,May
6043,3312,10742,Jul
4321,4284,13998,Apr
5994,10575,12830,Oct
5092,14372,6230,May
7059,14533,6030,Dec
6026,4808,3761,Apr
7155,10995,12829,Mar
3479,14527,7764,Nov
5666,11288,4343,Jan
4757,13934,5325,May
4799,14675,2481,Dec
7880,8521,1147,Feb
6121,8355,4423,Jun
5988,5719,11396,May
5579,6771,2482,Nov
4027,4696,10620,Feb
7474,14458,5755,Aug
7668,7796,11249,May
4955,2808,12824,Feb
6314,12343,2519,Jan
4565,5293,9514,Feb
3587,11497,5174,Jan
7453,5459,8571,Oct
3685,4419,7480,Oct
6269,6224,11256,Mar
6491,9571,3332,Mar
3659,8363,9712,Dec
4297,11388,9773,Oct
4526,6567,7602,Jan
5083,5524,6491,Jul
7608,8751,10714,Oct
4072,11717,4708,Jul
5321,8237,4175,Sep
5575,11791,11575,May
3210,11236,2279,Apr
3624,12345,10511,May
4806,7319,5196,Aug
7269,3867,5037,Aug
6750,3375,12453,Dec
7543,10130,8919,Apr
3011,7401,1373,Dec
3761,10803,12342,Aug
4328,8992,13933,Apr
4178,5316,5266,Apr
5371,3598,3928,Nov
6609,6949,9983,Aug
3977,8572,13482,Feb
5493,12169,6104,Apr
5390,14589,11608,Jan
5458,2638,9719,Jan
6674,6166,4049,Nov
5553,12114,8812,Aug
7136,2645,9433,Apr
4483,7884,4381,Jun
5311,8668,10201,May
6742,14461,9934,Oct
6840,12190,5289,Jun
5756,2089,7945,Apr
3823,13470,4852,Apr
6598,12558,7971,Jul
3461,11015,10782,Jan
7313,2550,11609,Sep
4741,10251,7559,Oct
5125,7224,6149,Mar
4445,7581,12473,Apr
6098,14414,10404,Sep
7470,6178,11327,May
3654,11435,5508,Dec
8000,5479,12456,Apr
6542,11137,7817,Dec
3744,11832,9285,Jun
3853,12144,1533,Jan
7927,8091,11531,Oct
4562,4633,711,Jan
6946,8790,6557,May
5677,5501,10097,May
4319,2889,6008,Nov
3122,10765,5517,Sep
7255,10704,12503,Jan
6728,9246,8622,Mar
3307,6160,8625,Mar
6983,12156,6979,Apr
4113,6051,11768,Dec
7847,4230,9613,Jul
4897,7185,10731,Jul
7687,9375,10891,Oct
3346,8197,4562,May
6912,4283,7848,Sep
3149,6984,8442,Jul
4040,2611,8445,Feb
4391,10629,3738,Dec
6905,11651,1993,Mar
7877,8837,12865,Nov
3118,9106,13199,Jul
3704,9275,2077,May
7384,10715,2097,Jul
5956,5577,2928,Sep
5025,8486,11687,Sep
7539,13590,812,Mar
7997,4261,11134,Aug
7397,3023,12673,Jun
7346,11771,7186,Apr
4958,10513,4575,Apr
7782,13318,503,Apr
5800,13023,12896,Jul
3998,9235,7561,Jun
3406,14467,9577,Feb
5849,12619,12880,May
3244,13172,5718,May
5415,5757,691,Jun
6857,10068,2880,Jul
4606,10641,1735,Dec
3433,3284,8262,Nov
7279,13710,11970,Aug
5807,3660,13414,Dec
4142,7353,11725,Oct
7127,2903,8431,Aug
6025,11369,13360,Nov
4173,10521,2903,May
6457,10828,6521,Feb
7198,12081,7920,Oct
4096,8010,7234,Aug
6906,12059,12983,Jun
5853,12707,8953,Mar
5456,2412,2869,Apr
6924,8639,2967,Dec
4391,5833,10626,Jan
7926,4415,4927,Mar
5837,4586,1759,Apr
3618,7571,13468,Feb
5597,11756,2554,Dec
7387,14802,1033,Jun
5470,10672,2619,Aug
7277,8557,2023,Dec
5703,12467,11357,Jun
6166,8280,10878,Oct
3260,14032,3957,Mar
6179,13503,3089,Sep
5292,4882,4919,Apr
7431,13935,7592,Jun
4047,4519,7244,Apr
7367,14805,2440,Apr
7058,6400,4236,Nov
6212,10846,572,Feb
4408,12169,3387,Oct
4401,2180,5857,Feb
4010,6125,9679,Feb
6407,5019,1845,Feb
6603,2764,12104,Aug
7228,6135,10478,Oct
5816,12558,9723,Apr
4745,13490,2506,Apr
5549,12971,9922,Oct
4546,12563,9102,Oct
3135,7038,10997,Nov
7863,8799,2319,Mar
5860,5390,7294,May
6479,11974,7713,Apr
7866,14972,3592,Jul
5142,3064,5789,Oct
4265,4456,3091,Jul
4773,7681,8083,Jun
3165,3346,3002,Jul
7421,12419,9353,Dec
5988,8997,9921,Jul
3620,11374,10048,Aug
3231,6132,3592,Nov
5781,4453,7561,Jan
6152,2538,2173,Mar
4378,12615,9780,Dec
4892,4303,12340,Mar
6753,8421,12242,May
6973,2248,13854,Oct
6233,14980,6502,Jul
3403,11232,10652,Oct
5775,3391,7808,Jun
7481,4172,12137,Apr
5608,3335,7159,Jun
4191,4259,999,Jul
3389,8615,825,Apr
6405,7534,13340,Nov
4774,10691,6533,Aug
3790,2810,1387,May
4495,6984,9687,Mar
5752,9348,4173,Feb
4548,9556,11732,Jan
3821,5713,8435,Apr
7037,5704,1428,Feb
7958,3210,11660,Dec
4480,5745,4903,Mar
5370,12178,5926,Jan
7066,9791,10614,Jun
6131,3491,8490,Apr
4464,9301,13257,May
4908,14462,11947,Aug
6066,8460,10346,Nov
6646,5048,1124,Apr
7029,6919,4844,Jun
6966,4934,2871,Mar
7847,8110,5199,Aug
4317,14556,8750,Mar
3182,3817,5616,Jul
5655,8613,11008,Jul
3961,6319,6737,Mar
7201,3275,9969,Mar
5655,9231,9378,Oct
6295,13214,8127,Oct
3990,4877,5110,Dec
7580,6014,1032,Nov
4726,6087,11867,Aug
3707,3147,12596,Nov
7116,2237,4997,Mar
7848,4122,4352,Feb
7331,9609,3904,May
4621,6595,3268,Nov
7702,11737,11616,Jul
7650,5983,3155,Aug
6422,14555,2640,Jan
7682,10134,8224,Dec
6581,7606,1073,Feb
3423,11178,2065,Jul
7016,3623,13758,Sep
6197,13313,10497,Mar
7554,13918,936,Aug
4915,9226,11773,Oct
5602,14093,11195,Mar
7011,2722,11154,Apr
7086,3095,4089,Feb
7942,5827,1898,Sep
6183,6285,10246,May
7647,2995,8191,May
6751,7681,11443,Apr
5059,6661,11621,May
4646,2992,13549,Dec
7593,4783,12519,Jan
6088,10347,12613,Oct
5793,12087,3766,Oct
5537,7682,6908,Dec
6260,11968,11385,Jun
5512,7961,11636,Nov
5091,6768,3997,Apr
7635,7760,12763,Dec
3568,7204,5456,Apr
3121,12308,2474,Dec
3316,9552,9558,May
3621,12612,13910,Jan
7064,10246,9745,Apr
3454,2084,5910,Oct
5735,7976,8242,Mar
5672,10147,3034,May
7708,9084,8073,Oct
3959,13080,8719,May
5009,14879,3717,Aug
7743,4779,2835,Jan
3763,8055,5176,Mar
4361,4669,11689,May
7336,14028,6895,Nov
5052,3008,7829,Mar
3197,4364,13714,Jun
3261,5686,2657,Oct
6909,8768,3191,Mar
7190,14539,7041,Jun
4281,4199,3842,Aug
3136,11551,2055,Apr
5546,2909,775,Aug
6486,5439,3236,Jul
3369,7882,12374,Nov
6663,4913,10039,Nov
7864,6695,3589,Apr
6455,3006,8078,Mar
7769,9114,8468,May
7607,13244,2672,May
7809,3143,12083,Jul
7916,9552,652,Nov
3545,14590,2104,Jan
7600,13412,7301,Sep
6424,3224,8224,Feb
7901,14070,10759,Sep
7806,6495,2326,Sep
5373,10259,8938,Mar
7484,14441,6009,Jul
7336,11206,1870,Mar
4098,2181,12239,Aug
5079,14812,5822,Aug
5527,8332,5628,Mar
7164,14307,6311,May
6712,6946,2191,Jul
6054,9450,7174,Jan
4944,4945,10842,Mar
4720,12249,11336,Jan
3291,12939,3890,Feb
6690,12072,2898,Jul
3975,13794,10973,Jul
3415,10846,10362,Mar
3851,5686,536,Jun
6778,4288,12108,Jun
5729,12391,2127,Feb
7642,4831,2839,Sep
6961,13600,6660,Aug
3742,12427,1871,Feb
3592,12703,1176,Dec
3750,10913,5572,Apr
5220,5248,752,Sep
3838,11392,3364,Apr
6131,12654,2116,Jul
6482,14865,10708,May
3534,10501,2731,Oct
7461,3025,6933,Jun
7463,6412,1260,Jan
4774,7902,3786,Apr
5344,11724,6801,May
5654,5643,7566,Jun
5571,10559,7334,Jun
3265,6650,892,May
6596,12844,11783,Mar
5035,3249,12234,Nov
6203,4983,9122,Feb
3382,6575,12422,Jul
6297,13220,1496,Jan
4167,13326,7648,Dec
5479,9447,9783,Dec
3389,14287,1600,May
5072,11131,8793,Apr
3395,6109,11391,Jul
6658,14429,9584,Feb
6257,6023,2760,Nov
7020,13883,10480,Aug
5240,9969,2680,Sep
7817,2589,5816,Dec
5860,3782,11788,Oct
5394,6568,13259,Jan
7569,11399,12376,May
5051,6412,2280,Apr
6122,14732,12306,May
3925,12535,12705,Sep
7972,11038,6933,Dec
6576,12616,9971,Mar
6283,6680,4508,Jan
6752,10990,7873,Nov
6355,2470,3786,Mar
7475,14101,11373,Apr
6398,6827,5017,Feb
6769,7067,3128,Jan
7221,12286,1038,Jan
5982,4994,2280,Aug
7576,5129,7105,Apr
6473,8167,12218,Dec
5618,3313,2848,Feb
6500,13070,5907,Oct
6593,13707,7669,Mar
3432,8546,2460,Aug
4113,11239,3591,Jun
7697,11279,7597,Aug
7952,9934,4062,Oct
5054,13873,5581,May
7254,7358,5401,Mar
7319,2282,2804,Jun
5450,9609,11192,Oct
3545,13840,2985,Aug
6159,3398,8428,May
5629,4733,11137,May
6452,6067,13964,Mar
3538,4357,8675,Mar
4437,13127,1148,Dec
5816,14010,10961,Aug
6766,5238,8390,Nov
6063,11964,4315,Jan
3260,14269,6779,Apr
7922,14294,10243,Sep
7412,9989,13413,Jun
7842,9210,13563,Jun
3719,2787,9994,Oct
5728,13416,3132,Nov
5902,10234,8403,Nov
3461,14488,11224,Jul
5855,13134,1768,Nov
7068,7784,2273,Jul
4703,6643,11781,Jun
6248,6321,7520,Sep
5978,14097,4127,Aug
4815,6728,1666,Dec
6481,7640,3048,Aug
4742,5410,2050,Feb
7072,3358,2640,Jul
3030,11396,6002,Dec
6494,13796,6508,Jan
3982,13185,6922,Oct
3231,12433,6346,Aug
5777,2537,4020,Mar
4252,14203,8428,Nov
7495,5868,7625,Sep
7191,6576,12346,May
4964,6525,9312,Jul
7571,5583,5907,Jul
6167,9898,3023,Sep
4779,3350,5267,Feb
7871,11136,13588,Apr
4148,5856,8862,Dec
5848,12015,6144,Aug
6851,4625,2919,May
5992,14090,11471,Nov
6071,13679,10108,May
3621,14398,6577,Mar
3964,6307,8177,May
5861,11042,1438,Jul
5143,4925,5430,Apr
4501,11187,6852,Aug
6190,8714,7443,Nov
4327,9197,10723,Jun
3122,8006,8111,Jun
7314,14953,8564,Jun
4077,10541,3677,Apr
6198,3537,11463,Mar
4183,13169,5851,Oct
3795,4728,5600,Jun
4625,9381,4296,Jun
7272,6346,3384,Feb
3292,4366,10423,Oct
3491,9028,1772,Sep
5809,12428,6907,Apr
6429,8868,2252,Apr
3634,5875,8170,Oct
6500,13286,7930,Dec
5173,8041,10648,Nov
6387,5601,12179,Dec
6908,6174,13700,Dec
7700,14833,2191,Aug
6469,2923,12857,Mar
3491,2618,9949,Oct
7661,6400,9123,Jul
7264,8342,5673,Jul
3759,13454,12957,Feb
4198,5303,10775,Mar
6444,12793,4405,Dec
4905,11239,6546,Apr
4651,11890,6580,Feb
7276,7580,13046,Sep
6192,12422,10990,Oct
3028,9600,6656,Nov
5751,12060,7314,Jun
5705,12846,7184,Jan
5880,10122,2604,Jan
7358,2082,5599,Aug
6726,2092,9876,Nov
5674,8760,936,Jun
5833,13348,4825,Oct
6110,9375,13618,Dec
7293,9837,13628,Jul
6597,8724,13407,Jun
6696,5048,11091,Feb
4461,3467,7508,Mar
5922,12216,9313,Aug
4434,14009,12405,Apr
7429,7489,9326,Aug
6537,4698,11704,Mar
4182,10983,2493,Feb
6406,2475,3175,Jul
7175,10695,6361,Jan
6915,2230,2840,Nov
7293,9021,10101,Mar
6192,11778,4316,Feb
4784,11966,9520,May
6723,13282,2781,Feb
7322,8833,7963,Oct
5643,4256,6322,May
6712,5970,9228,Mar
5961,14418,10094,Sep
7831,6838,9496,Oct
4580,2383,11973,Sep
4620,13355,7182,Aug
5967,12601,9543,May
7316,2760,10917,Oct
5341,7243,8597,Nov
4228,5952,1055,Jul
4729,2942,11835,Feb
6586,4695,8567,Mar
3202,3296,5841,Dec
6161,12594,5543,Nov
6274,4147,13015,Feb
4714,8874,10556,Oct
3753,11831,7900,Nov
3115,6396,6529,Jan
6981,2608,13041,Mar
5819,2881,7318,Apr
3469,12442,2594,Dec
3426,13284,3978,Sep
4576,12351,3430,Dec
4866,9316,11319,Feb
3834,12620,8945,Sep
7107,13193,4020,Jan
6704,6891,558,Sep
4409,8480,4202,Jun
6482,9505,10413,Aug
5171,3994,3107,Mar
3604,3323,5610,Aug
3213,9768,8956,Nov
6902,14509,2207,Sep
6739,3011,11906,Jul
5755,8903,2793,Apr
7636,14230,11979,Jun
7802,2688,2984,Jun
4759,6068,3235,Feb
7594,14405,11215,Feb
6069,14461,3955,Nov
3782,11434,1437,May
7222,5447,1377,Jan
6431,9897,11396,May
4527,9255,9238,Oct
3841,12236,2962,Mar
4342,10075,11895,Mar
7108,10632,4993,Aug
4501,11416,12270,Nov
3516,4462,6635,Mar
6463,7123,8481,Mar
6080,6178,12323,Jan
4148,8149,2715,Aug
6444,12944,12538,Oct
6257,3752,6226,Oct
5595,14634,6447,Jun
6657,6629,8921,Nov
4549,13194,13490,Aug
5087,7916,1927,Mar
6156,6546,6787,Nov
5351,13408,2199,Jun
3979,5359,12661,Dec
5306,7013,11757,Feb
6884,14134,2645,Mar
6048,13488,8698,Apr
5590,9604,7458,Sep
5007,14501,4772,Dec
5600,6014,9921,Apr
5509,2899,13086,Jul
7320,3189,2323,Dec
5140,2652,4484,Aug
3280,9996,10968,May
4194,2982,11635,Feb
4758,2575,9322,Nov
5046,10524,8961,Aug
3248,6307,12868,May
4385,10480,4271,May
4373,8753,13607,Jul
5914,12405,1000,Jun
6673,12365,6106,Mar
3045,14025,8439,Jul
5086,9740,6107,Dec
7512,3055,13777,Jan
5541,8026,3250,Apr
5371,6369,1812,Apr
5516,3324,2653,Jun
7183,5595,5236,Jun
7324,5827,1108,Oct
3623,12854,11735,Aug
6382,4323,5604,Dec
3485,3882,2163,Jan
5888,13255,3794,Jul
3025,3153,6424,Apr
4815,5370,2497,Jun
4226,10288,11121,Oct
4249,2276,6522,Sep
3779,7404,12891,Mar
5843,13039,11403,Aug
6701,7292,3685,Mar
4583,10523,2031,Jun
7849,12444,13866,Feb
4714,6198,4716,Sep
6592,13243,7884,Feb
7522,5696,4206,Dec
6139,12599,11766,May
7756,5202,7759,Jun
4518,4086,5002,Apr
5733,2306,9367,Dec
7643,2883,10346,Jul
5964,8663,13219,Jul
6864,8189,5504,Dec
6769,6289,12848,Jul
4497,5589,4044,Nov
6728,5641,4318,Jul
4736,9336,8587,Oct
4344,14536,7582,Nov
5268,7108,3943,Oct
6916,4162,6209,Sep
3049,8709,1547,Feb
5511,13339,11145,May
6335,7167,10023,Oct
6661,12975,12774,Sep
4747,5141,3160,Dec
3496,8131,8430,Nov
3634,6603,10954,Nov
7698,2154,13049,Feb
5818,5630,7558,Mar
5721,10652,6766,Jul
3176,3396,9455,Sep
6161,10982,11059,Mar
3639,8797,8577,Oct
6358,8594,3908,Aug
7393,5709,6801,Nov
3475,3867,7994,Aug
6828,11880,2184,Dec
4647,2576,13876,Apr
4959,9263,13156,Nov
7121,5764,1369,Jun
3349,12735,5623,Nov
3637,10553,11425,Dec
6615,2456,9605,Aug
6821,13441,6375,Dec
7323,14416,11823,Sep
7134,5561,7712,Feb
5618,5110,7227,Jan
4205,5529,10322,May
5162,6907,1042,Oct
5180,6968,2703,Mar
3348,10541,3435,Nov
4204,12884,1251,Jun
3983,6547,2611,Dec
3732,6083,9112,Nov
5601,2108,11062,Jan
3453,9751,7776,Dec
7074,3231,10178,Nov
5895,2576,6199,Apr
5235,2240,1046,Jun
3164,12830,5461,Feb
4448,9566,3057,Nov
6870,7809,2071,Nov
3102,12233,7084,Aug
7055,8721,9145,Apr
6708,2370,3191,Feb
4453,8054,7460,Jan
7787,12344,10449,Aug
5659,2097,5274,Oct
3536,7606,13061,Jan
4701,14383,559,Jul
4464,12140,13129,Jul
7220,10156,10109,Jun
7345,11687,10852,Aug
4972,12285,6711,Oct
4453,13129,1838,Jan
4594,12270,9158,Dec
3713,4455,7501,Jan
6656,5446,11002,Jan
7343,11597,8448,Jun
7577,6811,2971,Jul
7085,9827,9411,Oct
4449,4691,9927,Sep
6649,12937,9254,Oct
5014,2972,9674,May
3459,12940,11658,Jan
5844,11704,11027,Sep
3593,9806,5020,May
3498,4923,13341,Jun
5135,7001,13546,Sep
5450,2808,8601,Feb
7293,9476,2230,Mar
5812,14886,4839,Jul
3027,7963,8379,Mar
6917,7935,8537,Feb
4718,6230,8300,Jul
5254,2327,3547,Aug
6643,14486,10049,Sep
6656,2682,11067,Feb
6299,13523,11454,Feb
7699,2123,5725,Nov
7458,2753,2285,Jul
4284,10114,2462,Apr
4087,3606,7746,May
5016,8525,9880,Jan
4716,5578,6465,Jun
4727,6666,3178,Oct
3908,9208,6605,Aug
6464,11660,13868,Nov
7342,4845,13747,Jan
7443,4938,11699,Feb
7468,12118,5807,Jul
3809,8319,3623,Feb
5897,4427,3643,Sep
5171,10356,3300,Jun
6129,11701,823,Dec
7256,10156,12375,Dec
4151,8907,2702,May
6679,14902,6702,Jul
4335,9732,7942,Oct
3518,7886,2294,Aug
4289,14284,10940,Sep
3746,13002,2842,Jun
7516,11392,12085,May
6968,7168,12092,Jul
7236,5281,10667,Feb
7803,10810,3545,Aug
3698,4712,1807,Dec
6035,6954,1955,Apr
3475,5723,9654,Jan
6977,3686,10409,Mar
3511,9440,11121,Sep
3538,3606,5891,Apr
5261,14924,3039,Oct
5945,14124,4118,Oct
6875,14084,2878,Nov
4367,13995,9566,Mar
4062,14502,12362,Apr
7329,11545,2705,Mar
5308,6239,13219,Mar
3308,10810,1639,Feb
7499,7103,4091,Jun
3997,10545,5214,Oct
4285,2280,5214,Jun
7846,13569,11365,Oct
4130,6932,13222,Apr
3304,5550,10237,Aug
6892,3959,11535,Jun
3855,2389,13719,Dec
4746,7183,5167,Aug
3818,5867,8957,Jun
6650,6360,8793,Sep
3973,4053,8354,Mar
7134,7008,11448,Mar
4179,10359,7658,Feb
3105,8316,4473,Oct
3255,4166,10226,Jun
5536,10106,2769,Jul
3591,14461,11654,Jul
3525,13198,2983,May
3370,8272,1713,Jun
7198,2186,5235,Jul
5964,7182,11684,Nov
3664,14238,4929,Feb
3690,13132,9598,Oct
5647,11489,10273,Dec
5589,4645,10296,Jul
4536,3216,6495,Jan
5029,6627,1069,Jun
4857,13191,8595,Aug
6187,3205,2045,Jan
5770,8703,1408,Jan
5988,2227,4962,Jun
7476,4613,4583,May
4149,14901,3840,Mar
3781,4136,7447,Oct
7406,9311,7539,Oct
5154,13923,7612,Jul
3556,8958,2925,Jul
6297,2249,11910,Jul
6314,4272,7655,Jun
7493,13142,10857,Apr
5584,8038,9705,Sep
6708,5018,11898,Dec
6869,14960,7170,Sep
6044,4215,2372,Jul
6014,4157,5409,Jul
6845,3796,8897,Aug
4170,5244,1315,Nov
6263,10046,565,May
7023,2296,12737,Nov
3201,3927,2551,Sep
4891,4256,502,Jun
3012,9421,7926,Jul
4977,7201,824,Dec
4326,3457,6634,Jul
6372,5546,1104,Sep
7071,9361,5391,Jul
6557,13319,3082,Mar
7967,12500,11338,Jun
3366,5664,3622,Jun
3657,11781,8476,Nov
3161,9654,3614,Dec
3175,2095,11967,Jul
6471,5932,846,Jun
7061,11551,13869,Apr
3545,8912,12846,Jun
6855,8140,11419,Mar
4762,3739,11250,Jan
3957,13986,12081,Jan
3452,3352,3943,May
3082,6924,2754,Nov
4237,7757,8802,Aug
7912,3542,522,Mar
3447,7244,4316,Feb
5166,12859,10655,Aug
4620,2830,13574,Sep
4794,3605,2207,Sep
6315,6645,11774,Feb
7845,12939,7215,Dec
4174,14002,6553,Aug
3646,9937,4315,Feb
3379,8852,9438,Jul
5656,14850,1014,Aug
6585,8516,6787,Jan
6734,2221,3539,Aug
4141,5951,6361,Mar
6736,10722,3356,Jan
5014,8493,2841,Jul
3662,14318,9016,Oct
7972,11573,6836,Mar
3012,6117,3862,Aug
3388,7408,8306,Sep
6024,2753,3990,Feb
6834,14501,3007,Jan
4920,14999,8648,Aug
7492,3188,5667,Oct
5593,9108,3678,Jun
5709,9487,7931,Oct
7736,10600,3824,Jan
3100,12677,10254,Mar
7553,2796,2044,Sep
7077,7145,6351,Sep
5772,8677,11921,Jun
7170,2860,9217,Mar
5378,6171,13706,Aug
4864,10175,6672,Jun
7020,2365,5133,Jan
7271,3514,10441,Jun
6759,6936,6786,May
7593,4934,13414,Aug
7524,11775,9532,Feb
3035,2498,2765,Dec
5167,13433,13380,Jul
6640,3369,9404,Jun
6973,11443,8758,Jan
6381,10890,9452,Dec
6177,10116,6787,Aug
3176,12919,5760,Jun
5154,12442,9156,Mar
7688,12685,4691,May
4587,10323,13195,Jul
6659,7364,11881,Sep
6003,2090,5399,Apr
3953,14086,1967,Dec
7957,13389,5352,Feb
5872,2471,6601,Mar
7330,8084,8047,Jul
5715,11457,3260,Aug
6657,14789,6921,May
5979,13000,13148,Mar
4810,6482,1893,Jan
5807,7126,4193,Oct
7152,3111,12999,Jan
6760,2597,5878,Nov
6329,11099,2199,Feb
5971,13106,1620,May
7909,13408,5829,Mar
6135,9618,2071,Jul
4960,3354,13565,Feb
3806,9877,1228,Feb
6101,14138,12196,Mar
4576,13427,1115,Dec
6731,12896,870,Jan
3600,4389,12156,Feb
5616,6075,7267,May
6372,13842,5838,Mar
3612,2463,13419,Nov
4950,14130,13548,Oct
3561,3072,5442,Jun
5547,7446,9639,Feb
3627,2473,1619,Aug
5812,6983,10147,Apr
4611,2938,6831,Mar
6263,3310,11240,May
6783,9191,7519,Aug
3675,4340,2922,Sep
6723,5520,8090,Jan
3049,6056,13955,Apr
4387,3086,12303,Jun
4903,14855,11238,Jun
7723,13721,10032,Sep
6568,9697,12537,Jan
7373,9104,10210,May
5095,8732,6325,Oct
6843,2259,7260,Jan
7312,3656,10651,Jun
3230,13147,9402,Sep
6493,14471,5070,Apr
4686,13311,1073,Oct
4311,8290,11535,Oct
7142,7913,1007,Sep
3633,9973,7235,Mar
5423,2591,2722,Nov
5751,7867,8188,Jul
3333,11624,13479,May
4880,12679,1794,Oct
3507,7577,10389,Jan
7213,2228,1287,Jul
3943,12971,12481,Aug
3636,11560,5167,Jun
4590,3624,2733,Jan
4463,9090,9278,Sep
4992,5979,11857,Jul
7965,2739,4150,Jun
4735,8521,13301,Apr
5264,5174,3749,Mar
3113,7049,11393,Apr
5264,4647,6571,Jan
3427,12262,4536,Sep
4067,8436,9247,Feb
5812,7386,2209,Feb
7380,6571,12667,Mar
3834,8594,13082,Jan
3230,12226,11999,Oct
7481,14572,5712,Mar
7255,9480,2010,Apr
3824,3185,11278,Sep
5519,2589,6403,May
6668,6217,12238,Nov
7304,9648,8667,Jun
7270,3135,8052,Jan
4824,5420,12768,Mar
4105,12750,4006,Jul
4042,2001,6578,Jul
3708,2891,6932,Oct
4384,9882,13035,Dec
4892,14916,4133,Dec
4303,14748,11098,Jan
6022,10062,1961,Sep
3677,13191,6414,Jan
5565,5553,6852,Jul
6323,8069,2671,Dec
