customer_id,salary_deposits,total_expenses,risk_level
2239,4149,5419,high
2240,11644,11059,low
2241,11747,10935,medium
2242,8713,12241,medium
2243,6207,9109,medium
2244,13224,8142,medium
2245,9141,9298,medium
2246,10652,9259,medium
2247,11078,1043,low
2248,13725,1383,low
2249,5936,5298,high
2250,11307,8540,medium
2251,3075,9915,medium
2252,5876,11585,low
2253,6615,6218,low
2254,9265,2568,low
2255,8379,7978,medium
2256,12116,8620,low
2257,11118,8320,low
2258,6652,12401,low
2259,8792,2286,low
2260,12473,6215,low
2261,11247,10149,low
2262,9456,10606,medium
2263,6674,8769,low
2264,2541,12305,low
2265,4161,1808,low
2266,4251,9339,low
2267,11244,10879,low
2268,6569,9244,low
2269,4744,13785,medium
2270,14061,8973,low
2271,8041,9973,medium
2272,14673,10538,medium
2273,14349,11179,medium
2274,14802,13945,low
2275,14717,11485,low
2276,6675,12403,low
2277,3560,12891,low
2278,13954,5361,high
2279,3164,3276,low
2280,7419,2096,low
2281,4722,979,medium
2282,12550,3812,medium
2283,2470,6656,low
2284,11608,11910,low
2285,3468,10655,low
2286,9925,8419,low
2287,2808,7244,low
2288,10363,10834,low
2289,8719,4398,low
2290,14318,2572,low
2291,14334,9987,low
2292,14417,6124,low
2293,12591,13977,low
2294,7073,1438,medium
2295,10012,8676,medium
2296,3645,1261,low
2297,10249,7754,low
2298,3129,13441,low
2299,3353,2169,medium
2300,2767,7628,medium
2301,5895,4362,low
2302,10874,3185,high
2303,5454,12591,low
2304,12200,7134,low
2305,9329,2431,medium
2306,13334,7808,medium
2307,3790,4439,medium
2308,11669,1626,medium
2309,2885,11989,low
2310,9734,6521,medium
2311,5906,13362,low
2312,6492,6937,medium
2313,11730,7539,low
2314,4073,5873,medium
2315,2312,1703,low
2316,8269,4635,medium
2317,7317,12464,low
2318,2810,9211,medium
2319,12427,8404,low
2320,8841,2783,low
2321,13049,5058,low
2322,12955,5847,low
2323,4032,8367,medium
2324,11699,6444,low
2325,14737,9174,high
2326,12762,2977,low
2327,12086,3593,low
2328,9129,9034,medium
2329,4705,7707,medium
2330,10788,13984,low
2331,4147,10154,low
2332,2615,9894,medium
2333,2947,10313,low
2334,7677,11090,high
2335,6651,12288,high
2336,14565,6727,medium
2337,13956,13780,low
2338,9866,4035,medium
2339,4013,11569,low
2340,5697,7504,low
2341,2490,11082,low
2342,6350,12043,low
2343,4428,3413,medium
2344,6987,9881,medium
2345,10733,2840,medium
2346,11479,12272,low
2347,11825,10295,low
2348,6920,11989,low
2349,4926,5789,high
2350,11544,1097,low
2351,9282,9336,medium
2352,6376,13235,low
2353,11490,7645,low
2354,6868,3402,medium
2355,8986,7145,low
2356,8862,9455,medium
2357,14159,8194,high
2358,6423,5330,low
2359,12450,8046,low
2360,8870,7868,low
2361,14839,10334,high
2362,10159,10989,low
2363,4073,13388,medium
2364,8170,10864,medium
2365,2701,2660,medium
2366,12111,13768,low
2367,10113,6378,medium
2368,8825,8163,high
2369,12652,4249,low
2370,14454,3422,low
2371,9867,6986,high
2372,6264,8612,low
2373,9968,9271,medium
2374,10146,4304,low
2375,14516,5378,low
2376,9776,2868,medium
2377,10558,8593,low
2378,10719,4432,low
2379,6886,13319,low
2380,13910,12052,low
2381,13801,6108,low
2382,5935,7135,low
2383,6619,13399,high
2384,7191,6895,low
2385,12345,6601,medium
2386,8875,9792,low
2387,12100,10362,medium
2388,13204,6031,low
2389,9856,10912,high
2390,7401,5470,low
2391,14420,6844,low
2392,5022,8908,low
2393,13675,875,low
2394,12912,8387,low
2395,7738,2109,low
2396,7984,12798,medium
2397,3770,12531,low
2398,14305,3439,low
2399,11969,4562,medium
2400,14404,2113,medium
2401,10989,7078,low
2402,5215,8351,low
2403,13980,4179,low
2404,8694,13605,medium
2405,4976,8040,medium
2406,5737,9988,low
2407,11903,7574,medium
2408,2752,4496,medium
2409,12661,5286,low
2410,14161,6195,medium
2411,3392,9847,low
2412,8789,7498,low
2413,12797,13571,low
2414,2677,2866,low
2415,2105,11583,low
2416,13479,10664,high
2417,6753,7264,low
2418,3946,9476,low
2419,7544,13184,low
2420,3095,9773,high
2421,8985,10725,low
2422,3782,2114,low
2423,6541,5055,low
2424,5257,2916,low
2425,8213,7788,high
2426,12189,7362,high
2427,6869,13333,low
2428,3561,4153,high
2429,6006,7139,medium
2430,11867,996,medium
2431,11314,1004,low
2432,5981,8199,low
2433,11493,12078,low
2434,7682,13880,medium
2435,7782,10900,low
2436,2943,6233,low
2437,6550,8555,low
2438,11137,13505,medium
2439,2600,3716,low
2440,12892,6188,medium
2441,8376,12358,high
2442,11609,10100,low
2443,3524,4864,medium
2444,5766,12769,low
2445,2250,6542,medium
2446,11736,1977,low
2447,2078,5460,medium
2448,5123,2897,medium
2449,11089,8801,high
2450,9064,12246,medium
2451,10417,9341,low
2452,3209,6694,medium
2453,7153,8070,medium
2454,6898,8230,low
2455,4178,1999,low
2456,12871,13898,high
2457,9610,7735,medium
2458,13077,1095,medium
2459,12998,1478,low
2460,10895,1230,medium
2461,4544,556,low
2462,7522,2743,medium
2463,4370,6379,low
2464,5281,2201,medium
2465,6710,7729,high
2466,2328,1786,low
2467,7579,8803,high
2468,6228,13498,low
2469,8794,9893,medium
2470,2120,1447,medium
2471,8749,4621,low
2472,2964,7053,medium
2473,6224,1257,medium
2474,5675,12080,low
2475,7694,6151,low
2476,4076,7773,medium
2477,8865,10533,medium
2478,7643,4035,medium
2479,10524,2793,medium
2480,13560,1604,low
2481,7249,9353,medium
2482,3316,1408,low
2483,3196,7039,low
2484,5170,5117,low
2485,11621,10548,low
2486,2355,7569,low
2487,14426,2811,low
2488,11718,1289,medium
2489,14089,671,low
2490,2028,13052,low
2491,3013,10678,low
2492,12894,8489,low
2493,11019,13837,low
2494,14638,2385,low
2495,4024,9167,medium
2496,10490,1549,medium
2497,7839,4629,medium
2498,12057,11003,low
2499,14208,1661,low
2500,7791,1315,medium
2501,12303,4266,low
2502,2754,11614,low
2503,10961,9445,low
2504,5735,5161,low
2505,3238,9153,low
2506,12405,3739,low
2507,3906,11394,low
2508,9399,8772,low
2509,9961,3304,medium
2510,11756,8531,medium
2511,11410,1369,medium
2512,6601,6026,medium
2513,11549,8241,high
2514,14031,13857,low
2515,3460,5194,low
2516,9669,9498,low
2517,14177,2434,medium
2518,3416,5672,medium
2519,13045,1203,low
2520,9766,3023,high
2521,3428,3139,low
2522,6378,6659,high
2523,9529,13274,low
2524,6474,4409,low
2525,14485,13493,low
2526,13254,1664,low
2527,5071,1119,low
2528,2555,8482,low
2529,10547,3566,medium
2530,3563,5372,low
2531,13692,9138,low
2532,3040,2837,medium
2533,4686,8900,medium
2534,14666,6094,low
2535,14967,2960,low
2536,4553,7320,low
2537,3779,6046,low
2538,2075,3942,medium
2539,6326,3211,low
2540,7835,11029,low
2541,7057,1791,medium
2542,13511,10890,low
2543,4349,5874,low
2544,4773,10092,low
2545,4262,13642,high
2546,5229,3155,low
2547,12308,12704,medium
2548,2392,7013,low
2549,3108,7894,low
2550,6362,1204,medium
2551,7188,1325,high
2552,10802,9696,medium
2553,7057,12152,medium
2554,12967,876,medium
2555,5998,1472,low
2556,10864,4713,low
2557,8566,11768,medium
2558,5677,943,low
2559,7796,8019,medium
2560,8363,1254,high
2561,10123,12296,low
2562,10222,5235,low
2563,9690,10863,medium
2564,3400,11397,low
2565,6071,5896,medium
2566,10808,3965,low
2567,14826,3211,medium
2568,4786,2907,low
2569,9169,9314,medium
2570,2870,6088,low
2571,6196,6604,low
2572,13796,6247,low
2573,11604,2223,medium
2574,4739,7724,medium
2575,2940,12014,low
2576,2340,2419,low
2577,13100,1418,low
2578,9422,13961,medium
2579,6133,13973,medium
2580,2659,4715,low
2581,12225,1081,low
2582,11752,13978,low
2583,5457,4381,low
2584,11848,10378,low
2585,4975,4409,high
2586,11241,2499,low
2587,2453,11403,medium
2588,11896,900,low
2589,10184,4148,low
2590,7442,5945,medium
2591,12976,3128,medium
2592,2818,2156,high
2593,6868,1120,low
2594,2012,746,low
2595,14171,5712,medium
2596,9727,3839,low
2597,2920,7258,low
2598,6920,7586,low
2599,4418,3510,low
2600,11506,5219,medium
2601,8475,2868,low
2602,13869,12686,low
2603,4017,2339,low
2604,9957,3403,low
2605,11420,6705,low
2606,6792,4895,low
2607,8830,13190,low
2608,4434,6267,medium
2609,4868,4191,low
2610,12707,7970,low
2611,3438,4341,medium
2612,14356,4848,medium
2613,5543,7121,low
2614,13367,1892,low
2615,3781,12442,low
2616,8343,6560,medium
2617,4263,4755,high
2618,12161,11700,medium
2619,2211,4800,low
2620,10699,3838,medium
2621,8159,13949,low
2622,9027,5987,low
2623,2331,4014,low
2624,8860,13645,high
2625,10044,1259,low
2626,10169,11460,medium
2627,10742,11780,low
2628,7720,10807,low
2629,11133,12920,low
2630,2727,10415,low
2631,6975,11658,medium
2632,13054,9121,low
2633,5243,11047,medium
2634,2648,7293,medium
2635,7095,13985,high
2636,8614,2959,low
2637,12929,12884,low
2638,12939,5773,low
2639,9135,2218,high
2640,3009,9957,high
2641,3550,5923,low
2642,10995,1808,medium
2643,14272,1550,low
2644,9492,12165,medium
2645,14501,5979,low
2646,14456,2749,medium
2647,5401,3309,low
2648,9447,3421,medium
2649,7424,5176,medium
2650,6241,4541,medium
2651,14803,2917,low
2652,5161,1032,low
2653,14740,13963,low
2654,6155,13913,low
2655,9478,9590,low
2656,10719,8667,high
2657,13490,11346,low
2658,11215,1969,low
2659,8617,11612,low
2660,7660,9944,low
2661,13926,7792,medium
2662,10624,9461,low
2663,3176,9525,high
2664,9956,7642,low
2665,10592,6500,high
2666,12296,7581,medium
2667,13242,10901,low
2668,4233,5149,high
2669,12637,7431,low
2670,6700,3924,medium
2671,13027,1591,low
2672,7906,9888,medium
2673,9860,12606,medium
2674,9526,10352,medium
2675,7559,8349,medium
2676,8732,5154,low
2677,4513,760,low
2678,9830,10956,low
2679,11965,6436,low
2680,8944,13935,medium
2681,9910,13592,low
2682,7649,9877,high
2683,3096,11141,medium
2684,11120,12225,medium
2685,3951,4870,low
2686,12165,4801,medium
2687,11746,7707,high
2688,12970,12036,low
2689,14613,6319,medium
2690,11186,9558,medium
2691,9799,592,low
2692,10804,5661,low
2693,12785,8132,low
2694,2595,11870,low
2695,9875,10043,low
2696,11033,6708,low
2697,6439,9056,low
2698,7972,5416,low
2699,2858,4218,high
2700,7519,6625,low
2701,9385,2424,high
2702,10636,3595,low
2703,11980,7183,low
2704,6317,5681,low
2705,5454,3038,low
2706,14144,9988,low
2707,14879,2776,medium
2708,3030,13831,low
2709,11487,8694,medium
2710,9906,12184,medium
2711,12255,10445,low
2712,3447,1410,low
2713,12237,806,medium
2714,14811,7075,low
2715,4850,4731,low
2716,14016,6528,high
2717,12260,12707,low
2718,13953,7158,medium
2719,10106,6836,high
2720,12467,10130,low
2721,9151,1372,low
2722,12000,1641,low
2723,11503,1165,low
2724,8952,8900,low
2725,6055,1451,medium
2726,7402,9749,low
2727,12643,13436,low
2728,11281,5222,high
2729,3672,13312,medium
2730,13867,4508,medium
2731,6532,10560,low
2732,6924,13556,medium
2733,14546,7155,low
2734,12195,6690,low
2735,8085,1271,low
2736,14390,13527,medium
2737,9734,4530,low
2738,6864,8359,low
2739,11316,1021,low
2740,3221,3855,low
2741,4860,1900,medium
2742,12465,12430,medium
2743,13182,13035,medium
2744,12702,4223,low
2745,10428,7079,low
2746,11336,3747,low
2747,5253,2358,low
2748,5782,5281,low
2749,8957,4564,medium
2750,2766,13373,low
2751,4681,2898,low
2752,9710,642,low
2753,9482,5562,low
2754,7086,11543,low
2755,9964,3969,high
2756,4665,4195,medium
2757,11951,1217,high
2758,13683,1142,low
2759,13007,12132,low
2760,5513,3048,low
2761,2495,12385,low
2762,13372,9061,medium
2763,7822,4150,low
2764,14122,8049,low
2765,4072,13897,low
2766,9795,9478,low
2767,10529,1449,medium
2768,5949,5944,low
2769,8033,1021,low
2770,13300,7132,low
2771,12009,6548,low
2772,10328,11635,medium
2773,4555,854,medium
2774,8370,13734,high
2775,6415,11027,medium
2776,7959,1982,low
2777,11107,10339,medium
2778,7993,11737,low
2779,13730,13323,low
2780,7021,7494,medium
2781,12292,2715,low
2782,4907,13737,high
2783,4914,5216,low
2784,12174,9119,medium
2785,5870,6321,medium
2786,14720,3037,medium
2787,13759,6839,medium
2788,11190,9236,medium
2789,12339,11456,low
2790,7085,5419,low
2791,14886,7575,low
2792,8546,4265,medium
2793,2395,13790,low
2794,13790,9350,medium
2795,14702,7582,low
2796,2938,3327,low
2797,11828,2558,medium
2798,12916,8249,low
2799,4510,12019,low
2800,6636,1230,low
2801,3649,2332,high
2802,5690,9100,medium
2803,5435,7005,low
2804,5201,7670,low
2805,6179,4679,low
2806,14558,6799,medium
2807,12483,8330,medium
2808,14675,11939,low
2809,10405,5302,low
2810,5237,6557,low
2811,5862,7115,medium
2812,2058,7262,medium
2813,13122,6043,low
2814,6938,8825,low
2815,4971,5383,low
2816,11719,7550,high
2817,10314,5459,low
2818,13911,1166,medium
2819,11628,776,medium
2820,11354,11999,low
2821,13492,1381,low
2822,5345,2560,low
2823,4486,2582,medium
2824,2561,7202,medium
2825,5981,9929,medium
2826,8261,11144,low
2827,3737,658,low
2828,11096,5729,high
2829,5554,11288,medium
2830,14682,8456,low
2831,11918,8014,high
2832,13115,12507,medium
2833,13723,8303,low
2834,14098,13066,medium
2835,11126,3026,medium
2836,9095,8802,medium
2837,10266,8303,low
2838,2294,7074,low
2839,10212,9233,high
2840,13434,1638,low
2841,11230,7757,low
2842,7330,3783,low
2843,6655,8262,low
2844,3109,12302,medium
2845,5771,8396,high
2846,10563,13147,low
2847,8123,12249,low
2848,9647,2919,low
2849,3174,2256,medium
2850,3164,11778,medium
2851,11284,13742,low
2852,11475,2806,medium
2853,12203,8130,medium
2854,11037,6763,medium
2855,12183,9667,high
2856,10712,5508,low
2857,6466,5747,medium
2858,7538,9414,low
2859,14388,3070,medium
2860,14948,6307,medium
2861,9111,8312,medium
2862,10434,824,medium
2863,4800,7987,low
2864,6607,10221,low
2865,13088,6145,high
2866,12794,13861,high
2867,9262,2445,low
2868,12465,4986,low
2869,3541,2930,low
2870,4765,12803,medium
2871,12306,4010,medium
2872,6491,1345,low
2873,14899,13656,low
2874,5083,1067,medium
2875,7356,12380,medium
2876,3857,2679,low
2877,2769,2519,low
2878,3422,3819,low
2879,10598,2820,low
2880,4972,2146,low
2881,3872,12695,medium
2882,7599,4409,medium
2883,12886,8515,medium
2884,4269,3920,medium
2885,7275,11223,low
2886,6749,856,low
2887,8571,7985,low
2888,11373,3581,low
2889,7072,2780,medium
2890,11631,4631,high
2891,13245,11152,low
2892,7463,5623,low
2893,13525,7922,medium
2894,9450,3287,low
2895,13089,4709,low
2896,13095,7040,medium
2897,10420,9889,medium
2898,5959,9970,low
2899,12085,965,low
2900,3313,12692,medium
2901,9847,12040,low
2902,3070,1987,low
2903,11166,5442,medium
2904,11930,5097,low
2905,5285,5036,medium
2906,10949,825,low
2907,5095,10457,high
2908,2320,4662,low
2909,4321,803,low
2910,2555,5567,low
2911,6939,13271,low
2912,7432,5524,medium
2913,3386,8215,high
2914,6763,10132,low
2915,13239,8840,low
2916,12619,11726,medium
2917,8854,3131,medium
2918,12196,6891,low
2919,12122,13912,low
2920,9637,8787,low
2921,6841,12147,medium
2922,14962,13069,low
2923,12355,2869,medium
2924,5867,12159,low
2925,12618,1028,medium
2926,5793,11002,low
2927,9373,5175,low
2928,4513,2163,low
2929,5803,3864,medium
2930,4327,2841,low
2931,10809,7156,low
2932,4165,5405,low
2933,5308,9384,low
2934,8452,13022,medium
2935,10067,9643,medium
2936,9642,6450,medium
2937,8404,1860,low
2938,2992,5627,medium
2939,7424,6062,low
2940,11569,9230,low
2941,6381,9511,low
2942,5174,6277,low
2943,6782,11854,medium
2944,11497,4425,medium
2945,7560,8963,medium
2946,9460,8501,low
2947,5078,1528,low
2948,12878,12357,low
2949,4983,6518,low
2950,9259,1742,low
2951,8054,9833,low
2952,4523,9284,low
2953,13774,7619,low
2954,11677,10297,medium
2955,12292,4710,high
2956,6581,6906,high
2957,13907,3877,medium
2958,7609,4571,low
2959,4001,12994,medium
2960,3387,12386,medium
2961,13375,11042,low
2962,8552,12899,low
2963,3030,1940,medium
2964,11957,4126,low
2965,14955,10574,low
2966,3220,12403,low
2967,13998,684,low
2968,12606,5496,low
2969,14537,8912,low
2970,8035,8531,low
2971,11810,6063,low
2972,11455,3688,medium
2973,8523,9785,low
2974,10074,3445,low
2975,11063,7265,low
2976,2834,2974,high
2977,13014,7287,low
2978,11110,11307,low
2979,3724,10704,medium
2980,8598,11182,medium
2981,4413,9292,low
2982,11505,9852,medium
2983,7993,5099,low
2984,6498,6774,low
2985,4105,4813,low
2986,4568,11427,low
2987,11330,2718,medium
2988,2209,13399,low
2989,11256,1652,low
2990,6911,556,medium
2991,4220,9896,medium
2992,2233,13033,low
2993,2792,643,medium
2994,5110,7718,low
2995,4166,9059,medium
2996,10526,10174,medium
2997,11551,6861,high
2998,7193,1115,low
2999,3214,8562,low
3000,6419,12330,low
3001,9314,12020,low
3002,10475,6477,low
3003,2212,11919,high
3004,3658,10280,low
3005,14270,11181,low
3006,7024,7484,medium
3007,11609,11695,low
3008,12578,9390,medium
3009,7917,5471,low
3010,7141,6281,low
3011,3794,11515,low
3012,7988,1444,low
3013,10296,12573,high
3014,7578,9614,low
3015,7551,7578,low
3016,14085,2246,low
3017,5845,12812,low
3018,13882,11545,medium
3019,8906,6283,low
3020,13484,10251,medium
3021,2378,7407,high
3022,5293,9775,low
3023,5329,12230,high
3024,6808,9125,low
3025,13630,3426,low
3026,9937,1589,low
3027,2224,3457,medium
3028,2737,3112,high
3029,2235,6547,low
3030,14470,6749,medium
3031,2711,12883,low
3032,7988,4259,low
3033,3888,8218,low
3034,14910,4763,high
3035,9173,10781,medium
3036,3259,2402,low
3037,7246,3067,low
3038,9271,10690,low
3039,2748,8575,low
3040,14178,11806,low
3041,5551,3494,medium
3042,8400,5729,low
3043,8643,2510,low
3044,10701,7877,low
3045,3823,13536,medium
3046,8852,10583,medium
3047,13133,1330,low
3048,9777,548,medium
3049,6232,4710,low
3050,8519,1678,low
3051,12326,6268,low
3052,3777,8378,low
3053,3222,11725,low
3054,9630,570,high
3055,13859,8186,medium
3056,3777,8379,medium
3057,11496,5955,low
3058,9490,8758,low
3059,6859,6112,medium
3060,10893,6269,low
3061,10118,2277,low
3062,4989,13754,low
3063,10343,7880,medium
3064,3325,2728,low
3065,11493,10481,low
3066,13914,9304,medium
3067,11903,10578,low
3068,7127,10314,low
3069,10998,9388,low
3070,14522,7246,low
3071,4722,6891,medium
3072,6656,9929,low
3073,3325,2906,low
3074,6133,8940,medium
3075,11351,1137,medium
3076,4869,8590,medium
3077,14708,1449,low
3078,3242,10596,low
3079,10539,4087,high
3080,3831,1611,medium
3081,3569,8867,low
3082,14127,1222,low
3083,9246,4342,low
3084,3918,4174,high
3085,8416,5366,low
3086,5232,10639,low
3087,5758,1202,low
3088,7997,2628,medium
3089,4355,9618,medium
3090,11589,4733,low
3091,12972,12196,medium
3092,3824,3017,high
3093,12683,11089,low
3094,9280,1649,low
3095,6060,12072,low
3096,7324,2378,medium
3097,2404,9945,low
3098,3721,10175,medium
3099,7316,809,medium
3100,13017,13831,low
3101,5845,4452,high
3102,6210,8228,low
3103,13384,3549,low
3104,2064,6266,medium
3105,11491,10256,medium
3106,8382,10192,low
3107,11607,6912,medium
3108,13785,5365,high
3109,2968,515,low
3110,2368,1105,high
3111,10424,10073,low
3112,4242,5408,low
3113,7002,8506,low
3114,5083,12075,medium
3115,10073,9586,medium
3116,11112,10259,low
3117,10880,6912,low
3118,14464,9105,medium
3119,3469,4620,low
3120,6725,10696,medium
3121,6259,9007,medium
3122,5622,5166,low
3123,12292,5320,high
3124,12457,8335,low
3125,13981,11747,high
3126,2823,2349,medium
3127,5431,2453,medium
3128,8528,9080,low
3129,6151,3269,medium
3130,6213,13231,low
3131,9420,3546,low
3132,10989,8094,low
3133,2779,7340,low
3134,13042,5566,low
3135,4892,2915,medium
3136,7534,2889,medium
3137,12085,6424,low
3138,5306,8995,medium
3139,4902,1263,low
3140,14995,8041,medium
3141,5718,10665,medium
3142,2021,1315,low
3143,3500,6755,medium
3144,11034,1377,low
3145,11952,7673,low
3146,5641,7573,medium
3147,7212,5298,low
3148,2191,7489,low
3149,10587,5539,low
3150,9174,11018,medium
3151,7114,11121,low
3152,6662,10752,low
3153,6326,13090,medium
3154,11065,10271,medium
3155,12813,12947,low
3156,6335,10893,low
3157,10281,6824,low
3158,12471,12289,low
3159,10648,9895,low
3160,12472,11116,medium
3161,14641,12567,medium
3162,11196,3323,medium
3163,14726,5787,low
3164,7494,3785,medium
3165,10536,13961,low
3166,4711,10755,high
3167,9595,13902,medium
3168,14944,13931,low
3169,8273,10671,medium
3170,8284,13040,low
3171,12654,11823,medium
3172,11308,7933,low
3173,10817,6674,low
3174,14571,11784,medium
3175,12171,5326,low
3176,5994,4164,medium
3177,3678,11028,low
3178,10414,12306,medium
3179,2743,997,medium
3180,2462,12509,low
3181,3568,8141,low
3182,13539,5143,low
3183,3736,5556,low
3184,14231,631,low
3185,9903,5943,medium
3186,14143,1357,high
3187,9002,13943,medium
3188,10856,9212,medium
3189,3356,8721,medium
3190,3014,6647,medium
3191,12324,12088,low
3192,12860,5104,high
3193,3054,9952,medium
3194,3764,2058,low
3195,8009,515,low
3196,6458,4105,low
3197,13061,13784,low
3198,11604,2107,medium
3199,2667,6435,low
3200,5370,12209,low
3201,7976,2516,high
3202,3394,4074,low
3203,10290,7774,low
3204,6070,10435,low
3205,8982,4291,medium
3206,10613,6906,high
3207,7599,12326,low
3208,5650,1588,medium
3209,14349,1861,low
3210,11324,12064,high
3211,11894,4973,medium
3212,5620,5794,medium
3213,5190,7606,low
3214,10789,7819,high
3215,2391,9167,medium
3216,3075,9981,low
3217,4650,9020,medium
3218,4384,12736,low
3219,2809,10531,medium
3220,10047,1686,low
3221,13501,13225,medium
3222,7501,3914,low
3223,13930,5986,low
3224,8895,4036,low
3225,3159,2273,low
3226,9574,10755,low
3227,3531,10536,low
3228,7481,5915,low
3229,9548,13655,low
3230,6976,3058,low
3231,7695,6407,medium
3232,12874,5579,low
3233,10445,9954,high
3234,5548,7224,medium
3235,13377,5920,medium
3236,8163,3791,low
3237,8671,9710,medium
3238,7264,10481,low
3239,3231,4024,low
3240,4423,4004,low
3241,13767,9498,medium
3242,10071,6489,low
3243,6261,3166,low
3244,11765,13929,high
3245,4908,9096,medium
3246,6712,7640,low
3247,8755,9285,low
3248,11817,7395,medium
3249,14190,12641,low
3250,5883,4607,low
3251,5515,3780,low
3252,5403,2712,high
3253,6598,8578,medium
3254,7008,10234,medium
3255,8222,8101,medium
3256,14872,1113,low
3257,12150,1368,low
3258,6009,1311,low
3259,4735,10514,low
3260,6491,5362,low
3261,13366,4677,medium
3262,10593,2244,medium
3263,2974,2756,medium
3264,2223,8112,low
3265,6613,12734,medium
3266,8777,12359,medium
3267,10427,9213,low
3268,13690,7696,medium
3269,6211,5923,low
3270,13426,5589,low
3271,2225,7108,low
3272,12469,10217,low
3273,10183,1969,low
3274,6277,3175,medium
3275,3341,2013,high
3276,6036,5376,medium
3277,10401,1951,medium
3278,5727,5154,low
3279,5928,12122,medium
3280,4803,3507,low
3281,11301,3624,low
3282,8558,2253,low
3283,12218,13647,low
3284,2393,2112,low
3285,8839,3775,low
3286,11035,9247,low
3287,11716,12943,high
3288,10795,2549,low
3289,2581,1324,low
3290,12131,11541,low
3291,2132,3530,medium
3292,4838,1581,low
3293,5385,12017,low
3294,5770,5799,low
3295,4268,992,low
3296,2975,5264,low
3297,9605,7702,low
3298,9213,8766,low
3299,12005,11683,low
3300,13455,3860,low
3301,11735,9062,medium
3302,4835,5182,low
3303,4738,828,low
3304,11549,13377,low
3305,6134,10482,high
3306,11508,9468,low
3307,8833,10714,low
3308,10353,5174,medium
3309,3909,4816,low
3310,11319,9879,low
3311,14062,10195,low
3312,11850,11983,medium
3313,13317,6303,low
3314,3963,3825,medium
3315,7153,8879,high
3316,12481,1714,low
3317,2966,8056,low
3318,2889,11978,low
3319,5061,12138,low
3320,8461,9801,low
3321,8166,11213,high
3322,13821,13631,medium
3323,8967,12571,medium
3324,13381,9222,low
3325,12940,9762,medium
3326,11858,3636,high
3327,13258,9654,medium
3328,10101,7118,low
3329,9379,5765,medium
3330,11633,7589,low
3331,9280,8465,low
3332,3067,10097,low
3333,6223,11829,medium
3334,13115,9208,medium
3335,14445,11856,low
3336,14048,7069,low
3337,11018,1991,low
3338,6607,5713,low
3339,5985,12381,low
3340,12284,4728,low
3341,5179,8008,medium
3342,6538,4909,low
3343,14093,1090,low
3344,4362,7879,low
3345,4224,10235,high
3346,8371,3556,medium
3347,3726,2706,medium
3348,12198,12031,low
3349,7791,3208,low
3350,10073,6481,low
3351,10458,12721,medium
3352,9013,6222,high
3353,2837,1247,medium
3354,6584,9492,medium
3355,14989,7053,medium
3356,2686,1997,low
3357,13553,1879,high
3358,2356,9371,low
3359,14007,7860,low
3360,11063,4270,low
3361,12165,3842,low
3362,6647,9588,low
3363,12002,2046,low
3364,6418,3626,low
3365,12833,6389,low
3366,12420,6708,low
3367,8642,9375,low
3368,5391,1795,low
3369,14370,1885,low
3370,12542,1442,medium
3371,6357,3780,medium
3372,6879,1533,medium
3373,7319,3286,medium
3374,4739,2733,low
3375,12922,12337,medium
3376,11510,2120,low
3377,11727,4035,low
3378,6784,3705,medium
3379,12635,3382,low
3380,11964,13596,medium
3381,13401,670,medium
3382,2877,8640,medium
3383,4870,10245,high
3384,13392,4397,low
3385,14336,10287,low
3386,13939,10315,low
3387,13028,4622,low
3388,2292,5609,medium
3389,11843,9783,medium
3390,14823,3337,medium
3391,14598,9099,low
3392,10728,5728,low
3393,4686,4669,low
3394,2233,7221,low
3395,12844,1179,medium
3396,4374,7929,low
3397,4272,5987,low
3398,2966,13636,low
3399,2889,13657,medium
3400,5863,736,medium
3401,8154,11466,low
3402,5400,12129,low
3403,10226,12049,low
3404,6542,7304,low
3405,5523,11569,medium
3406,3763,13693,medium
3407,5291,2923,low
3408,4488,13406,low
3409,12892,11839,high
3410,3558,1532,low
3411,6690,6839,medium
3412,8121,11546,low
3413,4276,3440,low
3414,14198,12393,low
3415,6439,5909,low
3416,3103,12762,high
3417,9520,3632,low
3418,11611,7580,low
3419,7409,12152,low
3420,11670,5442,low
3421,14106,7461,low
3422,13934,10615,low
3423,9869,8230,medium
3424,4956,1133,low
3425,9710,7322,low
3426,8017,13805,high
3427,11574,4603,low
3428,12766,10084,high
3429,5384,13856,low
3430,11761,6987,medium
3431,12086,3946,medium
3432,12435,6238,medium
3433,12058,3598,high
3434,2028,8597,low
3435,10897,13636,high
3436,11212,5976,low
3437,12255,8753,low
3438,11638,5681,low
3439,9756,11161,low
3440,8948,2317,low
3441,13856,9324,low
3442,13179,5387,low
3443,7755,3098,medium
3444,5602,12143,medium
3445,7062,9992,low
3446,13877,3153,low
3447,10071,1954,low
3448,9244,1638,low
3449,8372,6307,low
3450,9105,3692,low
3451,13560,13312,low
3452,5581,6616,high
3453,4762,13686,low
3454,14229,10902,low
3455,2572,13574,low
3456,9705,4259,low
3457,14280,3529,low
3458,2614,10052,medium
3459,6050,11118,low
3460,2325,12960,low
3461,5740,5595,high
3462,2358,563,medium
3463,5777,1845,medium
3464,7906,1474,low
3465,12563,4661,medium
3466,3721,6462,low
3467,3349,12320,low
3468,5696,10314,low
3469,5896,9149,low
3470,6260,7096,low
3471,11788,3830,low
3472,11819,2240,high
3473,8941,11718,high
3474,12694,6555,medium
3475,5808,6821,low
3476,7246,2454,medium
